,x,y,orientation
0,-0.08191711425780568,0.09889038085941593,0.0005066728591920366
1,0.08794372558594432,-0.11332885742183407,-0.0002796316146849165
2,-0.04508239746093068,-0.022264404296834073,-0.0007822179794310102
3,-0.08875305175780568,0.09736450195316593,0.0010581350326539507
4,-0.09375793457030568,0.15778930664066593,0.0013861989974977007
5,0.04973571777344432,0.23237426757816593,0.00013998508453383351
6,-0.03180725097655568,0.00025756835941592726,-0.0009307527542112837
7,-0.09781677246093068,0.09748657226566593,0.00010112285614027883
8,-0.07157165527343068,0.10645874023441593,0.00013473987579359914
9,0.0003582763671943212,-0.08989135742183407,-0.0005063676834105024
10,-0.0007403564453056788,-0.021959228515584073,-0.0008206033706663618
11,0.09191101074219432,-0.13200561523433407,-0.00021168231964097117
12,0.01805847167969432,-0.014818115234334073,-0.0006658697128294477
13,0.04528015136719432,-4.760742183407274e-05,-0.0008933210372923384
14,-0.011604614257805679,-0.05992309570308407,0.0012743806838990679
15,-0.004402465820305679,0.11311157226566593,4.867076873793508e-05
16,-0.01996643066405568,0.07008178710941593,0.0007796621322633257
17,0.14290588378906932,-0.06920043945308407,-0.0003673696517942915
18,-0.005836791992180679,-0.06370727539058407,0.00019815921783461476
19,0.15871398925781932,0.012159423828165927,0.0012600755691529741
20,-0.02460510253905568,-0.16850463867183407,-6.165504455424298e-06
21,0.17595642089844432,-0.07695190429683407,-0.0005199575424192915
22,0.01921813964844432,0.08650024414066593,0.00014594554901137258
23,-0.11212951660155568,-0.016282958984334073,0.000656876564026021
24,-0.003242797851555679,-0.04911987304683407,-7.888317108140086e-05
25,-0.23288757324218068,-0.04002563476558407,0.001774582862854146
26,-0.003517456054680679,-0.008226318359334073,-0.0006091260910032759
27,0.04833190917969432,0.026807861328165927,-0.001033034324645854
28,0.03655212402344432,0.08650024414066593,-0.0004915857315062055
29,0.009666137695319321,0.03260620117191593,-0.000548567771911479
30,0.0013348388671943212,0.06501586914066593,0.00017431735992445851
31,0.01979797363281932,-0.04197875976558407,-0.0008008146286009321
32,0.04048889160156932,0.08949096679691593,0.0011482572555543413
33,-0.012581176757805679,-0.005723876953084073,-0.00045463085174546336
34,-0.04853088378905568,-0.03233520507808407,0.0007450914382935991
35,0.012351684570319321,-0.06797973632808407,0.00011256694793715383
36,0.02556579589844432,-0.04954711914058407,-0.00021168231964097117
37,0.04430358886719432,-0.15043823242183407,6.559848785414601e-05
38,0.03517883300781932,0.03626831054691593,-0.0012917184829710493
39,0.07552307128906932,0.03455932617191593,-0.0008988046646116743
40,-0.004677124023430679,-0.09227172851558407,-0.0004872941970823774
41,-0.11508972167968068,0.03895385742191593,-0.0010363721847532759
42,-0.10544616699218068,-0.03428833007808407,-0.0007407331466673384
43,-0.03281433105468068,0.06306274414066593,0.0012228822708131304
44,0.07897155761719432,-0.06102172851558407,-3.66830825804243e-05
45,0.006828002929694321,-0.05821411132808407,-0.00015350818634018992
46,-0.04813415527343068,0.09077270507816593,0.0006428098678590288
47,0.08354919433594432,-0.15855590820308407,-2.0232200622416485e-05
48,-0.08029968261718068,0.11366088867191593,0.000969681739807271
49,0.06868713378906932,-0.05156127929683407,0.00033119678497328664
0,-0.08191711425780568,0.09889038085941593,0.0005066728591920366
1,0.08794372558594432,-0.11332885742183407,-0.0002796316146849165
2,-0.04508239746093068,-0.022264404296834073,-0.0007822179794310102
3,-0.08875305175780568,0.09736450195316593,0.0010581350326539507
4,-0.09375793457030568,0.15778930664066593,0.0013861989974977007
5,0.04973571777344432,0.23237426757816593,0.00013998508453383351
6,-0.03180725097655568,0.00025756835941592726,-0.0009307527542112837
7,-0.09781677246093068,0.09748657226566593,0.00010112285614027883
8,-0.07157165527343068,0.10645874023441593,0.00013473987579359914
9,0.0003582763671943212,-0.08989135742183407,-0.0005063676834105024
10,-0.0007403564453056788,-0.021959228515584073,-0.0008206033706663618
11,0.09191101074219432,-0.13200561523433407,-0.00021168231964097117
12,0.01805847167969432,-0.014818115234334073,-0.0006658697128294477
13,0.04528015136719432,-4.760742183407274e-05,-0.0008933210372923384
14,-0.011604614257805679,-0.05992309570308407,0.0012743806838990679
15,-0.004402465820305679,0.11311157226566593,4.867076873793508e-05
16,-0.01996643066405568,0.07008178710941593,0.0007796621322633257
17,0.14290588378906932,-0.06920043945308407,-0.0003673696517942915
18,-0.005836791992180679,-0.06370727539058407,0.00019815921783461476
19,0.15871398925781932,0.012159423828165927,0.0012600755691529741
20,-0.02460510253905568,-0.16850463867183407,-6.165504455424298e-06
21,0.17595642089844432,-0.07695190429683407,-0.0005199575424192915
22,0.01921813964844432,0.08650024414066593,0.00014594554901137258
23,-0.11212951660155568,-0.016282958984334073,0.000656876564026021
24,-0.003242797851555679,-0.04911987304683407,-7.888317108140086e-05
25,-0.23288757324218068,-0.04002563476558407,0.001774582862854146
26,-0.003517456054680679,-0.008226318359334073,-0.0006091260910032759
27,0.04833190917969432,0.026807861328165927,-0.001033034324645854
28,0.03655212402344432,0.08650024414066593,-0.0004915857315062055
29,0.009666137695319321,0.03260620117191593,-0.000548567771911479
30,0.0013348388671943212,0.06501586914066593,0.00017431735992445851
31,0.01979797363281932,-0.04197875976558407,-0.0008008146286009321
32,0.04048889160156932,0.08949096679691593,0.0011482572555543413
33,-0.012581176757805679,-0.005723876953084073,-0.00045463085174546336
34,-0.04853088378905568,-0.03233520507808407,0.0007450914382935991
35,0.012351684570319321,-0.06797973632808407,0.00011256694793715383
36,0.02556579589844432,-0.04954711914058407,-0.00021168231964097117
37,0.04430358886719432,-0.15043823242183407,6.559848785414601e-05
38,0.03517883300781932,0.03626831054691593,-0.0012917184829710493
39,0.07552307128906932,0.03455932617191593,-0.0008988046646116743
40,-0.004677124023430679,-0.09227172851558407,-0.0004872941970823774
41,-0.11508972167968068,0.03895385742191593,-0.0010363721847532759
42,-0.10544616699218068,-0.03428833007808407,-0.0007407331466673384
43,-0.03281433105468068,0.06306274414066593,0.0012228822708131304
44,0.07897155761719432,-0.06102172851558407,-3.66830825804243e-05
45,0.006828002929694321,-0.05821411132808407,-0.00015350818634018992
46,-0.04813415527343068,0.09077270507816593,0.0006428098678590288
47,0.08354919433594432,-0.15855590820308407,-2.0232200622416485e-05
48,-0.08029968261718068,0.11366088867191593,0.000969681739807271
49,0.06868713378906932,-0.05156127929683407,0.00033119678497328664
0,-0.08191711425780568,0.09889038085941593,0.0005066728591920366
1,0.08794372558594432,-0.11332885742183407,-0.0002796316146849165
2,-0.04508239746093068,-0.022264404296834073,-0.0007822179794310102
3,-0.08875305175780568,0.09736450195316593,0.0010581350326539507
4,-0.09375793457030568,0.15778930664066593,0.0013861989974977007
5,0.04973571777344432,0.23237426757816593,0.00013998508453383351
6,-0.03180725097655568,0.00025756835941592726,-0.0009307527542112837
7,-0.09781677246093068,0.09748657226566593,0.00010112285614027883
8,-0.07157165527343068,0.10645874023441593,0.00013473987579359914
9,0.0003582763671943212,-0.08989135742183407,-0.0005063676834105024
10,-0.0007403564453056788,-0.021959228515584073,-0.0008206033706663618
11,0.09191101074219432,-0.13200561523433407,-0.00021168231964097117
12,0.01805847167969432,-0.014818115234334073,-0.0006658697128294477
13,0.04528015136719432,-4.760742183407274e-05,-0.0008933210372923384
14,-0.011604614257805679,-0.05992309570308407,0.0012743806838990679
15,-0.004402465820305679,0.11311157226566593,4.867076873793508e-05
16,-0.01996643066405568,0.07008178710941593,0.0007796621322633257
17,0.14290588378906932,-0.06920043945308407,-0.0003673696517942915
18,-0.005836791992180679,-0.06370727539058407,0.00019815921783461476
19,0.15871398925781932,0.012159423828165927,0.0012600755691529741
20,-0.02460510253905568,-0.16850463867183407,-6.165504455424298e-06
21,0.17595642089844432,-0.07695190429683407,-0.0005199575424192915
22,0.01921813964844432,0.08650024414066593,0.00014594554901137258
23,-0.11212951660155568,-0.016282958984334073,0.000656876564026021
24,-0.003242797851555679,-0.04911987304683407,-7.888317108140086e-05
25,-0.23288757324218068,-0.04002563476558407,0.001774582862854146
26,-0.003517456054680679,-0.008226318359334073,-0.0006091260910032759
27,0.04833190917969432,0.026807861328165927,-0.001033034324645854
28,0.03655212402344432,0.08650024414066593,-0.0004915857315062055
29,0.009666137695319321,0.03260620117191593,-0.000548567771911479
30,0.0013348388671943212,0.06501586914066593,0.00017431735992445851
31,0.01979797363281932,-0.04197875976558407,-0.0008008146286009321
32,0.04048889160156932,0.08949096679691593,0.0011482572555543413
33,-0.012581176757805679,-0.005723876953084073,-0.00045463085174546336
34,-0.04853088378905568,-0.03233520507808407,0.0007450914382935991
35,0.012351684570319321,-0.06797973632808407,0.00011256694793715383
36,0.02556579589844432,-0.04954711914058407,-0.00021168231964097117
37,0.04430358886719432,-0.15043823242183407,6.559848785414601e-05
38,0.03517883300781932,0.03626831054691593,-0.0012917184829710493
39,0.07552307128906932,0.03455932617191593,-0.0008988046646116743
40,-0.004677124023430679,-0.09227172851558407,-0.0004872941970823774
41,-0.11508972167968068,0.03895385742191593,-0.0010363721847532759
